id,affiliation_name
10.23933112/n2p2y06,"Department of Anatomy, School of Biomedical Sciences, University of Otago"
10.79928045/n7j0x05,"Department of Pathology and Geriatrics Center, University of Michigan"
10.44232903/o0g9e01,"Center for Integrative Physiology and Molecular Medicine, Saarland University"
10.73917809/e6b0n35,"Sandler Asthma Basic Research Center, University of California, San Francisco"
10.19756115/u1e3o29,"Biomedical Sciences Graduate Program, University of California, San Francisco"
10.17385387/h1h7n12,"Department of Anatomy, University of California, San Francisco"
10.36869847/o8m5k07,"Helen Wills Neuroscience Institute and Department of Bioengineering, University of California, Berkeley"
10.67003837/x7o2f16,"Department of Neurobiology, Physiology and Behavior, University of California, Davis"
10.78857731/f2b1t93,"Department of Anatomy, Animal Physiology and Biophysics, University of Bucharest"
10.73654187/w3b7f84,"Pittsburgh Center for Pain Research and Department of Neurobiology, University of Pittsburgh"
10.68055626/b1j0d51,"Department of Environmental Life Science, National Nara Women University"
10.43086467/g5d2t07,"The Plant Molecular and Cellular Biology Laboratory, Salk Institute for Biological Studies"
10.16021147/o2b4b54,"Department of Biology, Utah Valley University"
10.10897278/n4d5g26,"Department of Biology, Institute of Molecular Health Sciences, ETH Zurich"
10.49158776/s4e4o22,"Institute of Pharmacology and Toxicology, University of Zurich"
10.67022660/x5v7v79,"Department of Computer Science, Biomedical Informatics Group, ETH Zurich"
10.76306689/d4n1l21,"Biomedical Informatics Research, University Hospital Zurich"
10.49250974/s9l2g60,"Zuckerman Mind Brain and Behavior Institute, Columbia University"
10.26386665/d9o0j78,"Kavli Institute, Columbia University"
10.75055306/s7d9x54,"Department of Biology and Department of Molecular and Cellular Biochemistry, Indiana University Bloomington"
10.13089129/e9n2k46,"Howard Hughes Medical Institute, Indiana University"
10.86322260/t0r8t80,"Department of Pediatrics, Perinatal Institute, Section of Pulmonary Biology, Cincinnati Children’s Hospital Medical Center"
10.8393507/s1m9e35,"Department of Molecular Genetics, Biochemistry and Microbiology, University of Cincinnati College of Medicine"
10.16262412/m1m9d17,"Eli and Edythe Broad Center of Regeneration Medicine & Stem Cell Research University of California, San Francisco"
10.6187872/a2c9o38,"Section on Cellular Differentiation, Division of Translational Medicine, Eunice Kennedy Shriver National Institute of Child Health and Human Development, National Institutes of Health"
10.43125918/q4e7n57,"Immunology and Regenerative Medicine, Genentech"
10.14530544/b8r8a92,"Department of Neurobiology, University of Alabama at Birmingham"
10.85067125/v0x4r64,"Civitan International Research Center, University of Alabama at Birmingham"
10.41163951/b4g8l08,"Department of Physical and Macromolecular Chemistry, Faculty of Science, Charles University"
10.65871564/a4w1w74,"Institute of Physiology of the Czech Academy of Sciences, Laboratory of Structural Biology of Signaling Proteins, Division BIOCEV"
10.76917259/a9b0n12,Allen Institute
10.82633997/c9r9c73,"Department of Statistics, University of Oxford"
10.69081957/o1z2a89,"The Wellcome Centre for Human Genetics, University of Oxford"
10.73634413/z7i0u27,"Department of Systems Biology, Columbia University"
10.18581845/y0x5k16,"Laboratoire de physique de l’École normale supérieure, CNRS, PSL University, Sorbonne Université and Université de Paris"
10.32815869/y3w0r96,"Saber Bio SAS, Institut du Cerveau, iPEPS The Healthtech Hub"
10.5045480/s5e3i33,"Department of Biological Sciences, Dartmouth College"
10.18177529/v3j2g90,"Neural Prosthetics Project, Tokyo Metropolitan Institute of Medical Science"
10.12672637/x7l3x48,The Japan Society for the Promotion of Science
10.15083294/k7i9v69,"Division of Neural Engineering, Graduate School of Medical and Dental Sciences, Niigata University"
10.21124268/x9i2z88,"Center for Computational Biology, The University of Kansas"
10.53367834/s3z3t53,"Department of Molecular Biosciences, The University of Kansas"
10.29633176/u2w4m71,"Department of Chemistry, University of Michigan"
10.69784215/p3a8p24,"Rutgers CryoEM & Nanoimaging Facility and Institute for Quantitative Biomedicine, Rutgers University"
10.19769622/d1h9b73,"Department of Chemistry and Chemical Biology, Rutgers University"
10.86847844/h5a5b21,"Brotman-Baty Institute for Precision Medicine, University of Washington"
10.23523831/m1t2e07,"Institute of Neurosciences, and Department Cell Biology, Physiology and Immunology, Universitat Autònoma de Barcelona"
10.86975027/q4n8d18,"Centro de Investigación Biomédica en Red sobre Enfermedades Neurodegenerativas, Instituto de Salud Carlos III"
10.68581662/x2m5p81,"Peripheral Nervous System, Vall d'Hebron Institut de Recerca (VHIR), Vall d'Hebron Hospital Universitari, Vall d'Hebron Barcelona Hospital Campus"
10.12833254/w6q2t41,"Division of Neurology, Department of Medicine and the Neuroscience and Mental Health Institute, University of Alberta"
10.42743903/b2k1m14,"Department of Microbiology and Immunology, The University of Melbourne, at the Peter Doherty Institute for Infection and Immunity"
10.77024506/o8m5q24,"Centre for Pathogen Genomics, The University of Melbourne"
10.28623140/l5x4g67,"Department of Infectious Diseases, The University of Melbourne, at the Peter Doherty Institute for Infection and Immunity"
10.81370153/s4e5y52,"Monash Infectious Diseases, Monash Health"
10.89938794/b0w1u30,"School of Optometry, University of California, Berkeley"
10.63721436/g6t3g12,"Department of Physiology, Development and Neuroscience, Downing St, University of Cambridge"
10.90080302/i0f1m44,"Cardiff University Brain Research Imaging Centre (CUBRIC), Cardiff University"
10.97372230/j6c0s00,"School of Computer Science and Informatics, Cardiff University"
10.40226531/a0h5y28,"School of Biomedical Engineering, Faculty of Engineering, The University of Sydney"
10.12275858/n1q9y74,"Brain and Mind Centre, The University of Sydney"
10.88219541/z8v8a30,"School of Psychology, Faculty of Science, The University of Sydney"
10.39387060/i7d0u36,"Faculty of Medicine and Health Translational Research Collective, The University of Sydney"
10.3508/o2p4x25,"Sydney Imaging, University of Sydney"
10.2908844/p5m7q59,"Department of Oncological Sciences, University of Utah"
10.87455380/c8o0a01,"Department of Genetics, The University of Texas MD Anderson Cancer Center"
10.25810164/g2b2a15,Deciphera Pharmaceuticals
10.22205275/f6k7r65,"Department of Internal Medicine, Division of Medical Oncology, University of Utah"
10.96978696/s8z5m44,"Department of Dermatology, University of Utah"
10.63655675/g9a9a88,"Department of Electrical Engineering and Computer Science, Massachusetts Institute of Technology, Broad Institute of MIT and Harvard"
10.69461944/b8f6x70,"Department of Neurology, Amsterdam UMC, University of Amsterdam"
10.16172235/z9f5t08,"Department of Clinical Epidemiology, Biostatistics and Bioinformatics, University of Amsterdam"
10.27258770/x4v7q22,"Centre for Infectious Disease Control, National Institute for Public Health and the Environment"
10.84024232/p6r8q45,"Department of Pediatric Immunology and Infectious D, Wilhelmina Children's Hospital"
10.876681/o3d6i17,"Epidemiology of Microbial Diseases, Yale School of Public Health"
10.74116191/w0l8h31,"Cambodia Oxford Medical Research Unit, Angkor Hospital for Children"
10.59079723/e2w7t13,"Department of Medical Microbiology and Infection Prevention, Amsterdam UMC"
10.44585574/t4t1f09,"Parasites and Microbes, Wellcome Sanger Institute"
10.58708894/r6l0g19,European Molecular Biology Laboratory–European Bioinformatics Institute
10.85521911/y7z7l56,"MRC Centre for Global Infectious Disease Analysis, Department of Infectious Disease Epidemiology, Imperial College London"
10.33683856/b5u7c12,"Department of General Zoology, University of Duisburg-Essen"
10.82696999/l8g3d00,"Department of Game Management and Wildlife Biology, Faculty of Forestry and Wood Sciences, Czech University of Life Sciences"
10.7464571/x0m3p08,"Division of Host-Microbe Systems & Therapeutics, Department of Pediatrics, University of California, San Diego"
10.39244759/l9r0t47,"Department of Microbiology and Molecular Genetics, University of California Irvine"
10.56670595/i9m6x82,"Biomedicine Research Unit, Facultad de Estudios Superiores Iztacala, Universidad Nacional Autónoma de México"
10.3493865/v9k7q56,"School of Life Sciences, ZIEL - Institute for Food and Health, Freising-Weihenstephan, Technical University of Munich"
10.10341105/f8u1g96,"School of Pharmaceutical Sciences, São Paulo State University (UNESP), Araraquara"
10.45101311/j7r4g31,"Departamento de Biomedicina Molecular, Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional"
10.21123894/j3a5r31,"Facultad de Medicina, Universidad Nacional Autónoma de México"
10.66442869/k1c3w44,"Department of Microbiology and Immunology, Louisiana State University Health Sciences Center at Shreveport"
10.48092521/n2z9m11,"Skaggs School of Pharmacy and Pharmaceutical Sciences, University of California San Diego"
10.63771928/k9w4w87,"Center for Microbiome Innovation, University of California San Diego"
10.65964213/h2d1l28,"Chiba University-UC San Diego Center for Mucosal Immunology, Allergy, and Vaccines (CU-UCSDcMAV)"
10.64375008/q4t6s71,"Sir Peter Mansfield Imaging Centre, School of Physics and Astronomy, University of Nottingham, University Park"
10.42392544/p7s1e01,"Diagnostic Imaging, The Hospital for Sick Children"
10.19842996/c1v4u68,"Clinical Neurophysiology, Nottingham University Hospitals NHS Trust, Queens Medical Centre"
10.98135771/m2c9u22,"Department of Urology, Ruijin Hospital, Shanghai Jiao Tong University School of Medicine"
10.14178147/o4q5k45,"Division of Urology, Department of Surgery, Queen Mary Hospital, The University of Hong Kong"
10.51893186/i3y9j07,"Walther Straub Institute of Pharmacology and Toxicology, Faculty of Medicine, LMU Munich"
10.73370483/d2o1j59,"Lehrstuhl für Angewandte Physik and Center for Nanoscience, LMU Munich"
10.67529566/z9s7v49,"Department of Neurophysiology, Charité-Universitätsmedizin Berlin, Humboldt-Universität zu Berlin, Berlin Institute of Health"
10.39883821/u6h6c45,"Center for Pharmacology, Institute II, Medical Faculty and University of Cologne"
10.40178588/o3p5x46,"Department of Cell Physiology, Ruhr University of Bochum"
10.57981271/m7m5g94,"Eye Hospital, Heinrich Heine University Düsseldorf"
10.31238863/s8a0g18,"Cell Biology and Biophysics Unit, European Molecular Biology Laboratory (EMBL)"
10.21371990/v8a8x67,"European Bioinformatics Institute, European Molecular Biology Laboratory (EMBL)"
10.311581/x6m8g32,"Developmental Biology Unit, European Molecular Biology Laboratory (EMBL)"
10.5268362/z9h3o71,"Advanced Imaging Research Center, Oregon Health and Science University"
10.3880091/u8s5w30,"Imaging and Morphology Support Core, Oregon National Primate Research Center"
10.8009576/i5j5o20,"Department of Behavioral Neuroscience, Oregon Health and Science University"
10.40510111/s6w6i23,"Univ. Lille, CNRS, UMR 8198 – Evo-Eco-Paleo"
10.63060109/j0z7w00,"Department of Epigenetics, Van Andel Research Institute"
10.39838572/v2l2g00,"Department of Metabolism and Nutritional Programming, Van Andel Research Institute"
10.78853471/g2o1t71,"Metabolomics and Bioenergetics Core, Van Andel Institute"
10.12777792/u9e8w58,"Department of Neurodegenerative Sciences, Van Andel Research Institute"
10.21132418/k6r1f52,"Institute of Neuropathology, Medical Faculty, University of Freiburg"
10.28933908/b6k0q70,"Department of Medicine II, University Hospital Freiburg"
10.85956632/a5g4t06,"Centre for NeuroModulation (NeuroModBasics), University of Freiburg"
10.85412582/z0j4r64,"Signaling Research Centers BIOSS and CIBSS, University of Freiburg"
10.56490266/h1h5d07,"Department of Physiology, University of California, Los Angeles"
10.44519505/l9n7z58,"UCLA Neuroscience Interdepartmental Program, University of California, Los Angeles"
10.13619283/w5u7l32,"UCLA Molecular, Cellular, and Integrative Physiology Program, University of California, Los Angeles"
10.57722914/f0m4r55,"Department of Psychiatry, University of California, Los Angeles"
10.68560616/q0o8s19,"Institute of Bioengineering, Swiss Federal Institute of Technology in Lausanne EPFL"
10.78125554/z2z4u88,"Center of PhenoGenomics, Swiss Federal Institute of Technology in Lausanne EPFL"
10.118393/h5t1d46,"Department of Molecular, Cellular, and Developmental Biology and BioFrontiers Institute, University of Colorado Boulder"
10.80067518/n8h8v97,"Department of Biology and Bioinformatics Program, Boston University"
10.39725731/w1v4i41,"Department of Physiology, Augusta University"
10.28493925/z1n1s04,"Department of Neuroscience, Medical University of South Carolina"
10.84795892/z4e3y87,"Department of Neurology & Neurological Sciences, Stanford University"
10.36639156/w9f2j50,"Center for Magnetic Resonance Research, University of Minnesota"
10.76207962/t4q0m79,"Center for Developmental Biology and Regenerative Medicine, Seattle Children’s Research Institute"
10.80969062/u8g7q03,"Department of Bioengineering, University of Washington"
10.73457324/p5e3e80,"Agroengineering Department/Department of Landscape Design and Sustainable Ecosystems, Agrarian and Technological Institute, RUDN University"
10.38480858/p7m6u08,"Alfred Wegener Institute Helmholtz Centre for Polar and Marine Research, Polar Terrestrial Environmental Systems"
10.73416415/u2w1h66,"Department of Ecology and Evolutionary Biology, University of California, Santa Cruz"
